subject,task,trial,block,trial_type,stop_rule,signal,direction,go_key,intended_action,intended_key,requires_signal_for_success,fixation_duration,response_window,iti,initial_ssd
5,stop_change_four,105,3,go,none,none,left,z,respond,z,0,500,1500,500,200
5,stop_change_four,106,3,go,none,none,left,z,respond,z,0,500,1500,500,200
5,stop_change_four,107,3,go,none,none,left,z,respond,z,0,500,1500,500,200
5,stop_change_four,108,3,stop,direction_change,blue,right,c,respond,m,1,500,1500,500,200
5,stop_change_four,109,3,go,none,none,right,c,respond,c,0,500,1500,500,200
5,stop_change_four,110,3,stop,direction_change,blue,right,c,respond,m,1,500,1500,500,200
5,stop_change_four,111,3,stop,direction_change,blue,right,c,respond,m,1,500,1500,500,200
5,stop_change_four,112,3,go,none,none,right,c,respond,c,0,500,1500,500,200
5,stop_change_four,113,3,go,none,none,right,c,respond,c,0,500,1500,500,200
5,stop_change_four,114,3,go,none,none,right,c,respond,c,0,500,1500,500,200
5,stop_change_four,115,3,go,none,none,right,c,respond,c,0,500,1500,500,200
5,stop_change_four,116,3,go,none,none,left,z,respond,z,0,500,1500,500,200
5,stop_change_four,117,3,stop,direction_change,blue,right,c,respond,m,1,500,1500,500,200
5,stop_change_four,118,3,stop,direction_change,blue,left,z,respond,b,1,500,1500,500,200
5,stop_change_four,119,3,stop,direction_change,blue,left,z,respond,b,1,500,1500,500,200
5,stop_change_four,120,3,go,none,none,left,z,respond,z,0,500,1500,500,200
5,stop_change_four,121,4,go,none,none,right,c,respond,c,0,500,1500,500,200
5,stop_change_four,122,4,stop,direction_change,blue,right,c,respond,m,1,500,1500,500,200
5,stop_change_four,123,4,go,none,none,left,z,respond,z,0,500,1500,500,200
5,stop_change_four,124,4,go,none,none,right,c,respond,c,0,500,1500,500,200
5,stop_change_four,125,4,go,none,none,left,z,respond,z,0,500,1500,500,200
5,stop_change_four,126,4,go,none,none,right,c,respond,c,0,500,1500,500,200
5,stop_change_four,127,4,go,none,none,right,c,respond,c,0,500,1500,500,200
5,stop_change_four,128,4,stop,direction_change,blue,left,z,respond,b,1,500,1500,500,200
5,stop_change_four,129,4,go,none,none,right,c,respond,c,0,500,1500,500,200
5,stop_change_four,130,4,go,none,none,right,c,respond,c,0,500,1500,500,200
5,stop_change_four,131,4,go,none,none,left,z,respond,z,0,500,1500,500,200
5,stop_change_four,132,4,go,none,none,left,z,respond,z,0,500,1500,500,200
5,stop_change_four,133,4,stop,direction_change,blue,left,z,respond,b,1,500,1500,500,200
5,stop_change_four,134,4,go,none,none,right,c,respond,c,0,500,1500,500,200
5,stop_change_four,135,4,go,none,none,right,c,respond,c,0,500,1500,500,200
5,stop_change_four,136,4,go,none,none,right,c,respond,c,0,500,1500,500,200
5,stop_change_four,137,4,stop,direction_change,blue,right,c,respond,m,1,500,1500,500,200
5,stop_change_four,138,4,go,none,none,right,c,respond,c,0,500,1500,500,200
5,stop_change_four,139,4,go,none,none,left,z,respond,z,0,500,1500,500,200
5,stop_change_four,140,4,go,none,none,left,z,respond,z,0,500,1500,500,200
5,stop_change_four,141,4,go,none,none,right,c,respond,c,0,500,1500,500,200
5,stop_change_four,142,4,go,none,none,left,z,respond,z,0,500,1500,500,200
5,stop_change_four,143,4,stop,direction_change,blue,right,c,respond,m,1,500,1500,500,200
5,stop_change_four,144,4,go,none,none,left,z,respond,z,0,500,1500,500,200
5,stop_change_four,145,4,go,none,none,left,z,respond,z,0,500,1500,500,200
5,stop_change_four,146,4,go,none,none,right,c,respond,c,0,500,1500,500,200
5,stop_change_four,147,4,go,none,none,right,c,respond,c,0,500,1500,500,200
5,stop_change_four,148,4,go,none,none,right,c,respond,c,0,500,1500,500,200
5,stop_change_four,149,4,go,none,none,right,c,respond,c,0,500,1500,500,200
5,stop_change_four,150,4,stop,direction_change,blue,left,z,respond,b,1,500,1500,500,200
5,stop_change_four,151,4,go,none,none,right,c,respond,c,0,500,1500,500,200
5,stop_change_four,152,4,go,none,none,right,c,respond,c,0,500,1500,500,200
5,stop_change_four,153,4,stop,direction_change,blue,right,c,respond,m,1,500,1500,500,200
5,stop_change_four,154,4,stop,direction_change,blue,right,c,respond,m,1,500,1500,500,200
5,stop_change_four,155,4,stop,direction_change,blue,right,c,respond,m,1,500,1500,500,200
5,stop_change_four,156,4,go,none,none,left,z,respond,z,0,500,1500,500,200
5,stop_change_four,157,4,go,none,none,left,z,respond,z,0,500,1500,500,200
5,stop_change_four,158,4,stop,direction_change,blue,left,z,respond,b,1,500,1500,500,200
5,stop_change_four,159,4,go,none,none,right,c,respond,c,0,500,1500,500,200
5,stop_change_four,160,4,stop,direction_change,blue,left,z,respond,b,1,500,1500,500,200
5,stop_change_four,161,5,go,none,none,right,c,respond,c,0,500,1500,500,200
5,stop_change_four,162,5,stop,direction_change,blue,left,z,respond,b,1,500,1500,500,200
5,stop_change_four,163,5,go,none,none,right,c,respond,c,0,500,1500,500,200
5,stop_change_four,164,5,go,none,none,left,z,respond,z,0,500,1500,500,200
5,stop_change_four,165,5,go,none,none,right,c,respond,c,0,500,1500,500,200
5,stop_change_four,166,5,stop,direction_change,blue,left,z,respond,b,1,500,1500,500,200
5,stop_change_four,167,5,go,none,none,left,z,respond,z,0,500,1500,500,200
5,stop_change_four,168,5,go,none,none,left,z,respond,z,0,500,1500,500,200
5,stop_change_four,169,5,go,none,none,right,c,respond,c,0,500,1500,500,200
5,stop_change_four,170,5,go,none,none,left,z,respond,z,0,500,1500,500,200
5,stop_change_four,171,5,stop,direction_change,blue,right,c,respond,m,1,500,1500,500,200
5,stop_change_four,172,5,go,none,none,left,z,respond,z,0,500,1500,500,200
5,stop_change_four,173,5,stop,direction_change,blue,left,z,respond,b,1,500,1500,500,200
5,stop_change_four,174,5,go,none,none,right,c,respond,c,0,500,1500,500,200
5,stop_change_four,175,5,go,none,none,right,c,respond,c,0,500,1500,500,200
5,stop_change_four,176,5,stop,direction_change,blue,left,z,respond,b,1,500,1500,500,200
5,stop_change_four,177,5,stop,direction_change,blue,right,c,respond,m,1,500,1500,500,200
5,stop_change_four,178,5,go,none,none,right,c,respond,c,0,500,1500,500,200
5,stop_change_four,179,5,go,none,none,right,c,respond,c,0,500,1500,500,200
5,stop_change_four,180,5,go,none,none,left,z,respond,z,0,500,1500,500,200
5,stop_change_four,181,5,go,none,none,left,z,respond,z,0,500,1500,500,200
5,stop_change_four,182,5,go,none,none,right,c,respond,c,0,500,1500,500,200
5,stop_change_four,183,5,go,none,none,left,z,respond,z,0,500,1500,500,200
5,stop_change_four,184,5,go,none,none,right,c,respond,c,0,500,1500,500,200
5,stop_change_four,185,5,go,none,none,right,c,respond,c,0,500,1500,500,200
5,stop_change_four,186,5,go,none,none,left,z,respond,z,0,500,1500,500,200
5,stop_change_four,187,5,stop,direction_change,blue,left,z,respond,b,1,500,1500,500,200
5,stop_change_four,188,5,go,none,none,left,z,respond,z,0,500,1500,500,200
5,stop_change_four,189,5,go,none,none,right,c,respond,c,0,500,1500,500,200
5,stop_change_four,190,5,go,none,none,left,z,respond,z,0,500,1500,500,200
5,stop_change_four,191,5,go,none,none,right,c,respond,c,0,500,1500,500,200
5,stop_change_four,192,5,stop,direction_change,blue,right,c,respond,m,1,500,1500,500,200
5,stop_change_four,193,5,go,none,none,right,c,respond,c,0,500,1500,500,200
5,stop_change_four,194,5,go,none,none,right,c,respond,c,0,500,1500,500,200
5,stop_change_four,195,5,stop,direction_change,blue,right,c,respond,m,1,500,1500,500,200
5,stop_change_four,196,5,go,none,none,left,z,respond,z,0,500,1500,500,200
5,stop_change_four,197,5,go,none,none,right,c,respond,c,0,500,1500,500,200
5,stop_change_four,198,5,stop,direction_change,blue,right,c,respond,m,1,500,1500,500,200
5,stop_change_four,199,5,go,none,none,left,z,respond,z,0,500,1500,500,200
5,stop_change_four,200,5,go,none,none,right,c,respond,c,0,500,1500,500,200
