subject,task,trial,block,trial_type,stop_rule,signal,direction,go_key,intended_action,intended_key,requires_signal_for_success,fixation_duration,response_window,iti,initial_ssd
5,stimulus_selective,89,3,go,none,none,left,z,respond,z,0,500,1500,500,200
5,stimulus_selective,90,3,stop,withhold,red,right,m,withhold,,0,500,1500,500,200
5,stimulus_selective,91,3,stop,withhold,red,right,m,withhold,,0,500,1500,500,200
5,stimulus_selective,92,3,stop,withhold,red,left,z,withhold,,0,500,1500,500,200
5,stimulus_selective,93,3,go,none,none,left,z,respond,z,0,500,1500,500,200
5,stimulus_selective,94,3,stop,ignore,blue,right,m,respond,m,0,500,1500,500,200
5,stimulus_selective,95,3,go,none,none,right,m,respond,m,0,500,1500,500,200
5,stimulus_selective,96,3,stop,ignore,blue,left,z,respond,z,0,500,1500,500,200
5,stimulus_selective,97,3,go,none,none,left,z,respond,z,0,500,1500,500,200
5,stimulus_selective,98,3,stop,withhold,red,right,m,withhold,,0,500,1500,500,200
5,stimulus_selective,99,3,go,none,none,right,m,respond,m,0,500,1500,500,200
5,stimulus_selective,100,3,go,none,none,right,m,respond,m,0,500,1500,500,200
5,stimulus_selective,101,3,stop,ignore,blue,left,z,respond,z,0,500,1500,500,200
5,stimulus_selective,102,3,go,none,none,right,m,respond,m,0,500,1500,500,200
5,stimulus_selective,103,3,go,none,none,left,z,respond,z,0,500,1500,500,200
5,stimulus_selective,104,3,stop,ignore,blue,right,m,respond,m,0,500,1500,500,200
5,stimulus_selective,105,3,go,none,none,right,m,respond,m,0,500,1500,500,200
5,stimulus_selective,106,3,go,none,none,right,m,respond,m,0,500,1500,500,200
5,stimulus_selective,107,3,go,none,none,right,m,respond,m,0,500,1500,500,200
5,stimulus_selective,108,3,stop,withhold,red,left,z,withhold,,0,500,1500,500,200
5,stimulus_selective,109,3,go,none,none,left,z,respond,z,0,500,1500,500,200
5,stimulus_selective,110,3,go,none,none,right,m,respond,m,0,500,1500,500,200
5,stimulus_selective,111,3,go,none,none,right,m,respond,m,0,500,1500,500,200
5,stimulus_selective,112,3,stop,withhold,red,left,z,withhold,,0,500,1500,500,200
5,stimulus_selective,113,3,go,none,none,left,z,respond,z,0,500,1500,500,200
5,stimulus_selective,114,3,stop,ignore,blue,left,z,respond,z,0,500,1500,500,200
5,stimulus_selective,115,3,go,none,none,left,z,respond,z,0,500,1500,500,200
5,stimulus_selective,116,3,go,none,none,left,z,respond,z,0,500,1500,500,200
5,stimulus_selective,117,3,go,none,none,right,m,respond,m,0,500,1500,500,200
5,stimulus_selective,118,3,stop,ignore,blue,left,z,respond,z,0,500,1500,500,200
5,stimulus_selective,119,3,go,none,none,left,z,respond,z,0,500,1500,500,200
5,stimulus_selective,120,3,stop,withhold,red,left,z,withhold,,0,500,1500,500,200
5,stimulus_selective,121,4,go,none,none,left,z,respond,z,0,500,1500,500,200
5,stimulus_selective,122,4,go,none,none,right,m,respond,m,0,500,1500,500,200
5,stimulus_selective,123,4,go,none,none,left,z,respond,z,0,500,1500,500,200
5,stimulus_selective,124,4,stop,withhold,red,left,z,withhold,,0,500,1500,500,200
5,stimulus_selective,125,4,go,none,none,right,m,respond,m,0,500,1500,500,200
5,stimulus_selective,126,4,go,none,none,right,m,respond,m,0,500,1500,500,200
5,stimulus_selective,127,4,go,none,none,right,m,respond,m,0,500,1500,500,200
5,stimulus_selective,128,4,go,none,none,right,m,respond,m,0,500,1500,500,200
5,stimulus_selective,129,4,stop,withhold,red,left,z,withhold,,0,500,1500,500,200
5,stimulus_selective,130,4,go,none,none,right,m,respond,m,0,500,1500,500,200
5,stimulus_selective,131,4,stop,ignore,blue,right,m,respond,m,0,500,1500,500,200
5,stimulus_selective,132,4,go,none,none,left,z,respond,z,0,500,1500,500,200
5,stimulus_selective,133,4,go,none,none,right,m,respond,m,0,500,1500,500,200
5,stimulus_selective,134,4,go,none,none,right,m,respond,m,0,500,1500,500,200
5,stimulus_selective,135,4,stop,withhold,red,right,m,withhold,,0,500,1500,500,200
5,stimulus_selective,136,4,go,none,none,right,m,respond,m,0,500,1500,500,200
5,stimulus_selective,137,4,stop,withhold,red,left,z,withhold,,0,500,1500,500,200
5,stimulus_selective,138,4,go,none,none,left,z,respond,z,0,500,1500,500,200
5,stimulus_selective,139,4,stop,ignore,blue,left,z,respond,z,0,500,1500,500,200
5,stimulus_selective,140,4,go,none,none,left,z,respond,z,0,500,1500,500,200
5,stimulus_selective,141,4,stop,withhold,red,left,z,withhold,,0,500,1500,500,200
5,stimulus_selective,142,4,stop,withhold,red,right,m,withhold,,0,500,1500,500,200
5,stimulus_selective,143,4,stop,ignore,blue,left,z,respond,z,0,500,1500,500,200
5,stimulus_selective,144,4,go,none,none,left,z,respond,z,0,500,1500,500,200
5,stimulus_selective,145,4,stop,ignore,blue,right,m,respond,m,0,500,1500,500,200
5,stimulus_selective,146,4,go,none,none,left,z,respond,z,0,500,1500,500,200
5,stimulus_selective,147,4,go,none,none,right,m,respond,m,0,500,1500,500,200
5,stimulus_selective,148,4,go,none,none,left,z,respond,z,0,500,1500,500,200
5,stimulus_selective,149,4,go,none,none,left,z,respond,z,0,500,1500,500,200
5,stimulus_selective,150,4,go,none,none,left,z,respond,z,0,500,1500,500,200
5,stimulus_selective,151,4,go,none,none,left,z,respond,z,0,500,1500,500,200
5,stimulus_selective,152,4,stop,ignore,blue,left,z,respond,z,0,500,1500,500,200
5,stimulus_selective,153,4,stop,ignore,blue,right,m,respond,m,0,500,1500,500,200
5,stimulus_selective,154,4,go,none,none,right,m,respond,m,0,500,1500,500,200
5,stimulus_selective,155,4,go,none,none,right,m,respond,m,0,500,1500,500,200
5,stimulus_selective,156,4,go,none,none,right,m,respond,m,0,500,1500,500,200
5,stimulus_selective,157,4,stop,ignore,blue,right,m,respond,m,0,500,1500,500,200
5,stimulus_selective,158,4,go,none,none,left,z,respond,z,0,500,1500,500,200
5,stimulus_selective,159,4,go,none,none,right,m,respond,m,0,500,1500,500,200
5,stimulus_selective,160,4,go,none,none,right,m,respond,m,0,500,1500,500,200
5,stimulus_selective,161,5,stop,withhold,red,left,z,withhold,,0,500,1500,500,200
5,stimulus_selective,162,5,go,none,none,left,z,respond,z,0,500,1500,500,200
5,stimulus_selective,163,5,go,none,none,left,z,respond,z,0,500,1500,500,200
5,stimulus_selective,164,5,stop,ignore,blue,left,z,respond,z,0,500,1500,500,200
5,stimulus_selective,165,5,go,none,none,left,z,respond,z,0,500,1500,500,200
5,stimulus_selective,166,5,stop,withhold,red,left,z,withhold,,0,500,1500,500,200
5,stimulus_selective,167,5,go,none,none,left,z,respond,z,0,500,1500,500,200
5,stimulus_selective,168,5,go,none,none,right,m,respond,m,0,500,1500,500,200
5,stimulus_selective,169,5,stop,ignore,blue,left,z,respond,z,0,500,1500,500,200
5,stimulus_selective,170,5,stop,withhold,red,left,z,withhold,,0,500,1500,500,200
5,stimulus_selective,171,5,stop,withhold,red,right,m,withhold,,0,500,1500,500,200
5,stimulus_selective,172,5,go,none,none,left,z,respond,z,0,500,1500,500,200
5,stimulus_selective,173,5,stop,ignore,blue,right,m,respond,m,0,500,1500,500,200
5,stimulus_selective,174,5,stop,withhold,red,left,z,withhold,,0,500,1500,500,200
5,stimulus_selective,175,5,go,none,none,left,z,respond,z,0,500,1500,500,200
5,stimulus_selective,176,5,go,none,none,right,m,respond,m,0,500,1500,500,200
5,stimulus_selective,177,5,go,none,none,left,z,respond,z,0,500,1500,500,200
5,stimulus_selective,178,5,go,none,none,left,z,respond,z,0,500,1500,500,200
5,stimulus_selective,179,5,stop,withhold,red,right,m,withhold,,0,500,1500,500,200
5,stimulus_selective,180,5,go,none,none,left,z,respond,z,0,500,1500,500,200
5,stimulus_selective,181,5,go,none,none,left,z,respond,z,0,500,1500,500,200
5,stimulus_selective,182,5,go,none,none,right,m,respond,m,0,500,1500,500,200
5,stimulus_selective,183,5,stop,withhold,red,right,m,withhold,,0,500,1500,500,200
5,stimulus_selective,184,5,go,none,none,right,m,respond,m,0,500,1500,500,200
5,stimulus_selective,185,5,stop,withhold,red,right,m,withhold,,0,500,1500,500,200
5,stimulus_selective,186,5,go,none,none,left,z,respond,z,0,500,1500,500,200
5,stimulus_selective,187,5,stop,ignore,blue,left,z,respond,z,0,500,1500,500,200
5,stimulus_selective,188,5,go,none,none,left,z,respond,z,0,500,1500,500,200
5,stimulus_selective,189,5,stop,ignore,blue,right,m,respond,m,0,500,1500,500,200
5,stimulus_selective,190,5,stop,withhold,red,right,m,withhold,,0,500,1500,500,200
5,stimulus_selective,191,5,go,none,none,right,m,respond,m,0,500,1500,500,200
5,stimulus_selective,192,5,go,none,none,left,z,respond,z,0,500,1500,500,200
5,stimulus_selective,193,5,go,none,none,right,m,respond,m,0,500,1500,500,200
5,stimulus_selective,194,5,stop,withhold,red,right,m,withhold,,0,500,1500,500,200
5,stimulus_selective,195,5,stop,withhold,red,right,m,withhold,,0,500,1500,500,200
5,stimulus_selective,196,5,go,none,none,left,z,respond,z,0,500,1500,500,200
5,stimulus_selective,197,5,go,none,none,left,z,respond,z,0,500,1500,500,200
5,stimulus_selective,198,5,go,none,none,right,m,respond,m,0,500,1500,500,200
5,stimulus_selective,199,5,stop,ignore,blue,right,m,respond,m,0,500,1500,500,200
5,stimulus_selective,200,5,go,none,none,right,m,respond,m,0,500,1500,500,200
