subject,task,trial,block,trial_type,stop_rule,signal,direction,go_key,intended_action,intended_key,requires_signal_for_success,fixation_duration,response_window,iti,initial_ssd
7,stop_change_three,73,2,stop,change,blue,left,z,respond,m,1,500,1500,500,200
7,stop_change_three,74,2,go,none,none,right,c,respond,c,0,500,1500,500,200
7,stop_change_three,75,2,go,none,none,left,z,respond,z,0,500,1500,500,200
7,stop_change_three,76,2,go,none,none,right,c,respond,c,0,500,1500,500,200
7,stop_change_three,77,2,go,none,none,left,z,respond,z,0,500,1500,500,200
7,stop_change_three,78,2,go,none,none,left,z,respond,z,0,500,1500,500,200
7,stop_change_three,79,2,go,none,none,right,c,respond,c,0,500,1500,500,200
7,stop_change_three,80,2,go,none,none,right,c,respond,c,0,500,1500,500,200
7,stop_change_three,81,3,stop,change,blue,left,z,respond,m,1,500,1500,500,200
7,stop_change_three,82,3,go,none,none,left,z,respond,z,0,500,1500,500,200
7,stop_change_three,83,3,go,none,none,right,c,respond,c,0,500,1500,500,200
7,stop_change_three,84,3,go,none,none,right,c,respond,c,0,500,1500,500,200
7,stop_change_three,85,3,go,none,none,right,c,respond,c,0,500,1500,500,200
7,stop_change_three,86,3,go,none,none,right,c,respond,c,0,500,1500,500,200
7,stop_change_three,87,3,go,none,none,right,c,respond,c,0,500,1500,500,200
7,stop_change_three,88,3,go,none,none,left,z,respond,z,0,500,1500,500,200
7,stop_change_three,89,3,stop,change,blue,right,c,respond,m,1,500,1500,500,200
7,stop_change_three,90,3,go,none,none,left,z,respond,z,0,500,1500,500,200
7,stop_change_three,91,3,stop,change,blue,right,c,respond,m,1,500,1500,500,200
7,stop_change_three,92,3,go,none,none,right,c,respond,c,0,500,1500,500,200
7,stop_change_three,93,3,stop,change,blue,left,z,respond,m,1,500,1500,500,200
7,stop_change_three,94,3,go,none,none,left,z,respond,z,0,500,1500,500,200
7,stop_change_three,95,3,go,none,none,left,z,respond,z,0,500,1500,500,200
7,stop_change_three,96,3,go,none,none,right,c,respond,c,0,500,1500,500,200
7,stop_change_three,97,3,stop,change,blue,left,z,respond,m,1,500,1500,500,200
7,stop_change_three,98,3,go,none,none,right,c,respond,c,0,500,1500,500,200
7,stop_change_three,99,3,go,none,none,right,c,respond,c,0,500,1500,500,200
7,stop_change_three,100,3,stop,change,blue,right,c,respond,m,1,500,1500,500,200
7,stop_change_three,101,3,go,none,none,right,c,respond,c,0,500,1500,500,200
7,stop_change_three,102,3,go,none,none,left,z,respond,z,0,500,1500,500,200
7,stop_change_three,103,3,stop,change,blue,right,c,respond,m,1,500,1500,500,200
7,stop_change_three,104,3,go,none,none,left,z,respond,z,0,500,1500,500,200
7,stop_change_three,105,3,go,none,none,right,c,respond,c,0,500,1500,500,200
7,stop_change_three,106,3,go,none,none,right,c,respond,c,0,500,1500,500,200
7,stop_change_three,107,3,stop,change,blue,left,z,respond,m,1,500,1500,500,200
7,stop_change_three,108,3,go,none,none,left,z,respond,z,0,500,1500,500,200
7,stop_change_three,109,3,go,none,none,left,z,respond,z,0,500,1500,500,200
7,stop_change_three,110,3,go,none,none,right,c,respond,c,0,500,1500,500,200
7,stop_change_three,111,3,go,none,none,right,c,respond,c,0,500,1500,500,200
7,stop_change_three,112,3,go,none,none,right,c,respond,c,0,500,1500,500,200
7,stop_change_three,113,3,go,none,none,left,z,respond,z,0,500,1500,500,200
7,stop_change_three,114,3,stop,change,blue,right,c,respond,m,1,500,1500,500,200
7,stop_change_three,115,3,go,none,none,left,z,respond,z,0,500,1500,500,200
7,stop_change_three,116,3,go,none,none,left,z,respond,z,0,500,1500,500,200
7,stop_change_three,117,3,go,none,none,right,c,respond,c,0,500,1500,500,200
7,stop_change_three,118,3,go,none,none,left,z,respond,z,0,500,1500,500,200
7,stop_change_three,119,3,go,none,none,left,z,respond,z,0,500,1500,500,200
7,stop_change_three,120,3,go,none,none,right,c,respond,c,0,500,1500,500,200
7,stop_change_three,121,4,go,none,none,left,z,respond,z,0,500,1500,500,200
7,stop_change_three,122,4,go,none,none,right,c,respond,c,0,500,1500,500,200
7,stop_change_three,123,4,go,none,none,left,z,respond,z,0,500,1500,500,200
7,stop_change_three,124,4,go,none,none,left,z,respond,z,0,500,1500,500,200
7,stop_change_three,125,4,stop,change,blue,right,c,respond,m,1,500,1500,500,200
7,stop_change_three,126,4,go,none,none,left,z,respond,z,0,500,1500,500,200
7,stop_change_three,127,4,go,none,none,left,z,respond,z,0,500,1500,500,200
7,stop_change_three,128,4,go,none,none,left,z,respond,z,0,500,1500,500,200
7,stop_change_three,129,4,go,none,none,right,c,respond,c,0,500,1500,500,200
7,stop_change_three,130,4,go,none,none,left,z,respond,z,0,500,1500,500,200
7,stop_change_three,131,4,go,none,none,left,z,respond,z,0,500,1500,500,200
7,stop_change_three,132,4,go,none,none,right,c,respond,c,0,500,1500,500,200
7,stop_change_three,133,4,go,none,none,right,c,respond,c,0,500,1500,500,200
7,stop_change_three,134,4,go,none,none,right,c,respond,c,0,500,1500,500,200
7,stop_change_three,135,4,go,none,none,left,z,respond,z,0,500,1500,500,200
7,stop_change_three,136,4,go,none,none,left,z,respond,z,0,500,1500,500,200
7,stop_change_three,137,4,go,none,none,left,z,respond,z,0,500,1500,500,200
7,stop_change_three,138,4,go,none,none,right,c,respond,c,0,500,1500,500,200
7,stop_change_three,139,4,go,none,none,left,z,respond,z,0,500,1500,500,200
7,stop_change_three,140,4,stop,change,blue,left,z,respond,m,1,500,1500,500,200
7,stop_change_three,141,4,go,none,none,left,z,respond,z,0,500,1500,500,200
7,stop_change_three,142,4,go,none,none,left,z,respond,z,0,500,1500,500,200
7,stop_change_three,143,4,stop,change,blue,right,c,respond,m,1,500,1500,500,200
7,stop_change_three,144,4,go,none,none,right,c,respond,c,0,500,1500,500,200
7,stop_change_three,145,4,go,none,none,right,c,respond,c,0,500,1500,500,200
7,stop_change_three,146,4,stop,change,blue,right,c,respond,m,1,500,1500,500,200
7,stop_change_three,147,4,go,none,none,left,z,respond,z,0,500,1500,500,200
7,stop_change_three,148,4,go,none,none,right,c,respond,c,0,500,1500,500,200
7,stop_change_three,149,4,go,none,none,left,z,respond,z,0,500,1500,500,200
7,stop_change_three,150,4,stop,change,blue,right,c,respond,m,1,500,1500,500,200
7,stop_change_three,151,4,go,none,none,left,z,respond,z,0,500,1500,500,200
7,stop_change_three,152,4,go,none,none,left,z,respond,z,0,500,1500,500,200
7,stop_change_three,153,4,go,none,none,right,c,respond,c,0,500,1500,500,200
7,stop_change_three,154,4,stop,change,blue,right,c,respond,m,1,500,1500,500,200
7,stop_change_three,155,4,go,none,none,right,c,respond,c,0,500,1500,500,200
7,stop_change_three,156,4,stop,change,blue,left,z,respond,m,1,500,1500,500,200
7,stop_change_three,157,4,stop,change,blue,right,c,respond,m,1,500,1500,500,200
7,stop_change_three,158,4,stop,change,blue,left,z,respond,m,1,500,1500,500,200
7,stop_change_three,159,4,go,none,none,left,z,respond,z,0,500,1500,500,200
7,stop_change_three,160,4,go,none,none,right,c,respond,c,0,500,1500,500,200
7,stop_change_three,161,5,stop,change,blue,right,c,respond,m,1,500,1500,500,200
7,stop_change_three,162,5,stop,change,blue,left,z,respond,m,1,500,1500,500,200
7,stop_change_three,163,5,stop,change,blue,right,c,respond,m,1,500,1500,500,200
7,stop_change_three,164,5,stop,change,blue,left,z,respond,m,1,500,1500,500,200
7,stop_change_three,165,5,go,none,none,left,z,respond,z,0,500,1500,500,200
7,stop_change_three,166,5,go,none,none,left,z,respond,z,0,500,1500,500,200
7,stop_change_three,167,5,stop,change,blue,right,c,respond,m,1,500,1500,500,200
7,stop_change_three,168,5,stop,change,blue,right,c,respond,m,1,500,1500,500,200
7,stop_change_three,169,5,stop,change,blue,left,z,respond,m,1,500,1500,500,200
7,stop_change_three,170,5,go,none,none,left,z,respond,z,0,500,1500,500,200
7,stop_change_three,171,5,go,none,none,right,c,respond,c,0,500,1500,500,200
7,stop_change_three,172,5,stop,change,blue,right,c,respond,m,1,500,1500,500,200
7,stop_change_three,173,5,go,none,none,right,c,respond,c,0,500,1500,500,200
7,stop_change_three,174,5,stop,change,blue,right,c,respond,m,1,500,1500,500,200
7,stop_change_three,175,5,go,none,none,right,c,respond,c,0,500,1500,500,200
7,stop_change_three,176,5,go,none,none,left,z,respond,z,0,500,1500,500,200
7,stop_change_three,177,5,go,none,none,right,c,respond,c,0,500,1500,500,200
7,stop_change_three,178,5,stop,change,blue,left,z,respond,m,1,500,1500,500,200
7,stop_change_three,179,5,go,none,none,left,z,respond,z,0,500,1500,500,200
7,stop_change_three,180,5,go,none,none,right,c,respond,c,0,500,1500,500,200
7,stop_change_three,181,5,go,none,none,left,z,respond,z,0,500,1500,500,200
7,stop_change_three,182,5,go,none,none,left,z,respond,z,0,500,1500,500,200
7,stop_change_three,183,5,stop,change,blue,left,z,respond,m,1,500,1500,500,200
7,stop_change_three,184,5,go,none,none,right,c,respond,c,0,500,1500,500,200
7,stop_change_three,185,5,go,none,none,left,z,respond,z,0,500,1500,500,200
7,stop_change_three,186,5,stop,change,blue,left,z,respond,m,1,500,1500,500,200
7,stop_change_three,187,5,go,none,none,left,z,respond,z,0,500,1500,500,200
7,stop_change_three,188,5,go,none,none,left,z,respond,z,0,500,1500,500,200
7,stop_change_three,189,5,stop,change,blue,left,z,respond,m,1,500,1500,500,200
7,stop_change_three,190,5,go,none,none,left,z,respond,z,0,500,1500,500,200
7,stop_change_three,191,5,go,none,none,right,c,respond,c,0,500,1500,500,200
7,stop_change_three,192,5,stop,change,blue,left,z,respond,m,1,500,1500,500,200
7,stop_change_three,193,5,go,none,none,right,c,respond,c,0,500,1500,500,200
7,stop_change_three,194,5,stop,change,blue,left,z,respond,m,1,500,1500,500,200
7,stop_change_three,195,5,go,none,none,right,c,respond,c,0,500,1500,500,200
7,stop_change_three,196,5,stop,change,blue,left,z,respond,m,1,500,1500,500,200
7,stop_change_three,197,5,go,none,none,left,z,respond,z,0,500,1500,500,200
7,stop_change_three,198,5,go,none,none,right,c,respond,c,0,500,1500,500,200
7,stop_change_three,199,5,go,none,none,left,z,respond,z,0,500,1500,500,200
7,stop_change_three,200,5,stop,change,blue,right,c,respond,m,1,500,1500,500,200
