subject,task,trial,block,counterbalance,orientation_mapping,fill_mapping,trial_type,stop_rule,signal,orientation,fill,orientation_key,intended_action,intended_key,requires_signal_for_success,fixation_duration,response_window,iti,initial_ssd
4,stop_signal,145,4,2,normal_left_inner_rotated_left_shift,none,go,none,none,normal,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
4,stop_signal,146,4,2,normal_left_inner_rotated_left_shift,none,stop,withhold,red,normal,unfilled,left_inner,withhold,,0,500,1500,500,200
4,stop_signal,147,4,2,normal_left_inner_rotated_left_shift,none,stop,withhold,red,rotated,unfilled,left_shift,withhold,,0,500,1500,500,200
4,stop_signal,148,4,2,normal_left_inner_rotated_left_shift,none,go,none,none,rotated,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
4,stop_signal,149,4,2,normal_left_inner_rotated_left_shift,none,go,none,none,rotated,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
4,stop_signal,150,4,2,normal_left_inner_rotated_left_shift,none,go,none,none,rotated,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
4,stop_signal,151,4,2,normal_left_inner_rotated_left_shift,none,go,none,none,normal,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
4,stop_signal,152,4,2,normal_left_inner_rotated_left_shift,none,go,none,none,rotated,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
4,stop_signal,153,4,2,normal_left_inner_rotated_left_shift,none,stop,withhold,red,rotated,unfilled,left_shift,withhold,,0,500,1500,500,200
4,stop_signal,154,4,2,normal_left_inner_rotated_left_shift,none,stop,withhold,red,normal,unfilled,left_inner,withhold,,0,500,1500,500,200
4,stop_signal,155,4,2,normal_left_inner_rotated_left_shift,none,stop,withhold,red,normal,unfilled,left_inner,withhold,,0,500,1500,500,200
4,stop_signal,156,4,2,normal_left_inner_rotated_left_shift,none,go,none,none,rotated,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
4,stop_signal,157,4,2,normal_left_inner_rotated_left_shift,none,go,none,none,rotated,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
4,stop_signal,158,4,2,normal_left_inner_rotated_left_shift,none,go,none,none,normal,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
4,stop_signal,159,4,2,normal_left_inner_rotated_left_shift,none,go,none,none,rotated,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
4,stop_signal,160,4,2,normal_left_inner_rotated_left_shift,none,go,none,none,normal,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
4,stop_signal,161,5,2,normal_left_inner_rotated_left_shift,none,stop,withhold,red,rotated,unfilled,left_shift,withhold,,0,500,1500,500,200
4,stop_signal,162,5,2,normal_left_inner_rotated_left_shift,none,go,none,none,normal,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
4,stop_signal,163,5,2,normal_left_inner_rotated_left_shift,none,go,none,none,rotated,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
4,stop_signal,164,5,2,normal_left_inner_rotated_left_shift,none,go,none,none,normal,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
4,stop_signal,165,5,2,normal_left_inner_rotated_left_shift,none,stop,withhold,red,rotated,unfilled,left_shift,withhold,,0,500,1500,500,200
4,stop_signal,166,5,2,normal_left_inner_rotated_left_shift,none,stop,withhold,red,normal,unfilled,left_inner,withhold,,0,500,1500,500,200
4,stop_signal,167,5,2,normal_left_inner_rotated_left_shift,none,stop,withhold,red,rotated,unfilled,left_shift,withhold,,0,500,1500,500,200
4,stop_signal,168,5,2,normal_left_inner_rotated_left_shift,none,stop,withhold,red,normal,unfilled,left_inner,withhold,,0,500,1500,500,200
4,stop_signal,169,5,2,normal_left_inner_rotated_left_shift,none,go,none,none,rotated,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
4,stop_signal,170,5,2,normal_left_inner_rotated_left_shift,none,stop,withhold,red,normal,unfilled,left_inner,withhold,,0,500,1500,500,200
4,stop_signal,171,5,2,normal_left_inner_rotated_left_shift,none,go,none,none,rotated,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
4,stop_signal,172,5,2,normal_left_inner_rotated_left_shift,none,go,none,none,rotated,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
4,stop_signal,173,5,2,normal_left_inner_rotated_left_shift,none,go,none,none,rotated,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
4,stop_signal,174,5,2,normal_left_inner_rotated_left_shift,none,go,none,none,rotated,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
4,stop_signal,175,5,2,normal_left_inner_rotated_left_shift,none,go,none,none,normal,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
4,stop_signal,176,5,2,normal_left_inner_rotated_left_shift,none,stop,withhold,red,normal,unfilled,left_inner,withhold,,0,500,1500,500,200
4,stop_signal,177,5,2,normal_left_inner_rotated_left_shift,none,stop,withhold,red,normal,unfilled,left_inner,withhold,,0,500,1500,500,200
4,stop_signal,178,5,2,normal_left_inner_rotated_left_shift,none,go,none,none,rotated,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
4,stop_signal,179,5,2,normal_left_inner_rotated_left_shift,none,go,none,none,rotated,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
4,stop_signal,180,5,2,normal_left_inner_rotated_left_shift,none,go,none,none,normal,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
4,stop_signal,181,5,2,normal_left_inner_rotated_left_shift,none,go,none,none,normal,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
4,stop_signal,182,5,2,normal_left_inner_rotated_left_shift,none,go,none,none,rotated,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
4,stop_signal,183,5,2,normal_left_inner_rotated_left_shift,none,go,none,none,rotated,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
4,stop_signal,184,5,2,normal_left_inner_rotated_left_shift,none,go,none,none,rotated,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
4,stop_signal,185,5,2,normal_left_inner_rotated_left_shift,none,stop,withhold,red,normal,unfilled,left_inner,withhold,,0,500,1500,500,200
4,stop_signal,186,5,2,normal_left_inner_rotated_left_shift,none,stop,withhold,red,rotated,unfilled,left_shift,withhold,,0,500,1500,500,200
4,stop_signal,187,5,2,normal_left_inner_rotated_left_shift,none,go,none,none,normal,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
4,stop_signal,188,5,2,normal_left_inner_rotated_left_shift,none,go,none,none,normal,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
4,stop_signal,189,5,2,normal_left_inner_rotated_left_shift,none,stop,withhold,red,rotated,unfilled,left_shift,withhold,,0,500,1500,500,200
4,stop_signal,190,5,2,normal_left_inner_rotated_left_shift,none,go,none,none,normal,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
4,stop_signal,191,5,2,normal_left_inner_rotated_left_shift,none,go,none,none,rotated,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
4,stop_signal,192,5,2,normal_left_inner_rotated_left_shift,none,go,none,none,normal,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
4,stop_signal,193,5,2,normal_left_inner_rotated_left_shift,none,go,none,none,rotated,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
