subject,task,trial,block,counterbalance,orientation_mapping,fill_mapping,trial_type,stop_rule,signal,orientation,fill,orientation_key,intended_action,intended_key,requires_signal_for_success,fixation_duration,response_window,iti,initial_ssd
7,stop_change_two,19,1,1,normal_left_shift_rotated_left_inner,none,go,none,none,normal,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
7,stop_change_two,20,1,1,normal_left_shift_rotated_left_inner,none,stop,opposite,blue,normal,unfilled,left_shift,respond,left_inner,1,500,1500,500,200
7,stop_change_two,21,1,1,normal_left_shift_rotated_left_inner,none,go,none,none,normal,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
7,stop_change_two,22,1,1,normal_left_shift_rotated_left_inner,none,go,none,none,rotated,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
7,stop_change_two,23,1,1,normal_left_shift_rotated_left_inner,none,go,none,none,normal,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
7,stop_change_two,24,1,1,normal_left_shift_rotated_left_inner,none,go,none,none,normal,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
7,stop_change_two,25,1,1,normal_left_shift_rotated_left_inner,none,stop,opposite,blue,rotated,unfilled,left_inner,respond,left_shift,1,500,1500,500,200
7,stop_change_two,26,1,1,normal_left_shift_rotated_left_inner,none,go,none,none,normal,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
7,stop_change_two,27,1,1,normal_left_shift_rotated_left_inner,none,go,none,none,normal,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
7,stop_change_two,28,1,1,normal_left_shift_rotated_left_inner,none,go,none,none,normal,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
7,stop_change_two,29,1,1,normal_left_shift_rotated_left_inner,none,go,none,none,rotated,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
7,stop_change_two,30,1,1,normal_left_shift_rotated_left_inner,none,stop,opposite,blue,rotated,unfilled,left_inner,respond,left_shift,1,500,1500,500,200
7,stop_change_two,31,1,1,normal_left_shift_rotated_left_inner,none,go,none,none,rotated,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
7,stop_change_two,32,1,1,normal_left_shift_rotated_left_inner,none,stop,opposite,blue,normal,unfilled,left_shift,respond,left_inner,1,500,1500,500,200
7,stop_change_two,33,1,1,normal_left_shift_rotated_left_inner,none,go,none,none,normal,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
7,stop_change_two,34,1,1,normal_left_shift_rotated_left_inner,none,go,none,none,rotated,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
7,stop_change_two,35,1,1,normal_left_shift_rotated_left_inner,none,go,none,none,rotated,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
7,stop_change_two,36,1,1,normal_left_shift_rotated_left_inner,none,go,none,none,rotated,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
7,stop_change_two,37,1,1,normal_left_shift_rotated_left_inner,none,go,none,none,normal,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
7,stop_change_two,38,1,1,normal_left_shift_rotated_left_inner,none,stop,opposite,blue,rotated,unfilled,left_inner,respond,left_shift,1,500,1500,500,200
7,stop_change_two,39,1,1,normal_left_shift_rotated_left_inner,none,go,none,none,normal,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
7,stop_change_two,40,1,1,normal_left_shift_rotated_left_inner,none,go,none,none,normal,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
7,stop_change_two,41,2,1,normal_left_shift_rotated_left_inner,none,go,none,none,normal,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
7,stop_change_two,42,2,1,normal_left_shift_rotated_left_inner,none,go,none,none,normal,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
7,stop_change_two,43,2,1,normal_left_shift_rotated_left_inner,none,stop,opposite,blue,rotated,unfilled,left_inner,respond,left_shift,1,500,1500,500,200
7,stop_change_two,44,2,1,normal_left_shift_rotated_left_inner,none,stop,opposite,blue,rotated,unfilled,left_inner,respond,left_shift,1,500,1500,500,200
7,stop_change_two,45,2,1,normal_left_shift_rotated_left_inner,none,go,none,none,rotated,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
7,stop_change_two,46,2,1,normal_left_shift_rotated_left_inner,none,go,none,none,normal,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
7,stop_change_two,47,2,1,normal_left_shift_rotated_left_inner,none,go,none,none,normal,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
7,stop_change_two,48,2,1,normal_left_shift_rotated_left_inner,none,stop,opposite,blue,normal,unfilled,left_shift,respond,left_inner,1,500,1500,500,200
7,stop_change_two,49,2,1,normal_left_shift_rotated_left_inner,none,go,none,none,normal,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
7,stop_change_two,50,2,1,normal_left_shift_rotated_left_inner,none,go,none,none,rotated,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
7,stop_change_two,51,2,1,normal_left_shift_rotated_left_inner,none,go,none,none,rotated,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
7,stop_change_two,52,2,1,normal_left_shift_rotated_left_inner,none,stop,opposite,blue,rotated,unfilled,left_inner,respond,left_shift,1,500,1500,500,200
7,stop_change_two,53,2,1,normal_left_shift_rotated_left_inner,none,go,none,none,rotated,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
7,stop_change_two,54,2,1,normal_left_shift_rotated_left_inner,none,stop,opposite,blue,rotated,unfilled,left_inner,respond,left_shift,1,500,1500,500,200
7,stop_change_two,55,2,1,normal_left_shift_rotated_left_inner,none,go,none,none,normal,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
7,stop_change_two,56,2,1,normal_left_shift_rotated_left_inner,none,stop,opposite,blue,rotated,unfilled,left_inner,respond,left_shift,1,500,1500,500,200
7,stop_change_two,57,2,1,normal_left_shift_rotated_left_inner,none,stop,opposite,blue,normal,unfilled,left_shift,respond,left_inner,1,500,1500,500,200
7,stop_change_two,58,2,1,normal_left_shift_rotated_left_inner,none,stop,opposite,blue,rotated,unfilled,left_inner,respond,left_shift,1,500,1500,500,200
7,stop_change_two,59,2,1,normal_left_shift_rotated_left_inner,none,go,none,none,rotated,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
7,stop_change_two,60,2,1,normal_left_shift_rotated_left_inner,none,go,none,none,rotated,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
7,stop_change_two,61,2,1,normal_left_shift_rotated_left_inner,none,go,none,none,rotated,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
7,stop_change_two,62,2,1,normal_left_shift_rotated_left_inner,none,stop,opposite,blue,normal,unfilled,left_shift,respond,left_inner,1,500,1500,500,200
7,stop_change_two,63,2,1,normal_left_shift_rotated_left_inner,none,stop,opposite,blue,normal,unfilled,left_shift,respond,left_inner,1,500,1500,500,200
7,stop_change_two,64,2,1,normal_left_shift_rotated_left_inner,none,go,none,none,normal,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
7,stop_change_two,65,2,1,normal_left_shift_rotated_left_inner,none,go,none,none,normal,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
7,stop_change_two,66,2,1,normal_left_shift_rotated_left_inner,none,go,none,none,rotated,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
7,stop_change_two,67,2,1,normal_left_shift_rotated_left_inner,none,stop,opposite,blue,rotated,unfilled,left_inner,respond,left_shift,1,500,1500,500,200
7,stop_change_two,68,2,1,normal_left_shift_rotated_left_inner,none,stop,opposite,blue,rotated,unfilled,left_inner,respond,left_shift,1,500,1500,500,200
7,stop_change_two,69,2,1,normal_left_shift_rotated_left_inner,none,stop,opposite,blue,rotated,unfilled,left_inner,respond,left_shift,1,500,1500,500,200
7,stop_change_two,70,2,1,normal_left_shift_rotated_left_inner,none,stop,opposite,blue,rotated,unfilled,left_inner,respond,left_shift,1,500,1500,500,200
7,stop_change_two,71,2,1,normal_left_shift_rotated_left_inner,none,stop,opposite,blue,normal,unfilled,left_shift,respond,left_inner,1,500,1500,500,200
7,stop_change_two,72,2,1,normal_left_shift_rotated_left_inner,none,go,none,none,normal,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
7,stop_change_two,73,2,1,normal_left_shift_rotated_left_inner,none,stop,opposite,blue,normal,unfilled,left_shift,respond,left_inner,1,500,1500,500,200
7,stop_change_two,74,2,1,normal_left_shift_rotated_left_inner,none,go,none,none,rotated,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
7,stop_change_two,75,2,1,normal_left_shift_rotated_left_inner,none,stop,opposite,blue,normal,unfilled,left_shift,respond,left_inner,1,500,1500,500,200
7,stop_change_two,76,2,1,normal_left_shift_rotated_left_inner,none,go,none,none,normal,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
7,stop_change_two,77,2,1,normal_left_shift_rotated_left_inner,none,go,none,none,normal,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
7,stop_change_two,78,2,1,normal_left_shift_rotated_left_inner,none,go,none,none,rotated,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
7,stop_change_two,79,2,1,normal_left_shift_rotated_left_inner,none,go,none,none,normal,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
7,stop_change_two,80,2,1,normal_left_shift_rotated_left_inner,none,stop,opposite,blue,normal,unfilled,left_shift,respond,left_inner,1,500,1500,500,200
7,stop_change_two,81,3,1,normal_left_shift_rotated_left_inner,none,go,none,none,rotated,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
7,stop_change_two,82,3,1,normal_left_shift_rotated_left_inner,none,stop,opposite,blue,normal,unfilled,left_shift,respond,left_inner,1,500,1500,500,200
7,stop_change_two,83,3,1,normal_left_shift_rotated_left_inner,none,go,none,none,rotated,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
7,stop_change_two,84,3,1,normal_left_shift_rotated_left_inner,none,go,none,none,normal,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
7,stop_change_two,85,3,1,normal_left_shift_rotated_left_inner,none,go,none,none,rotated,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
7,stop_change_two,86,3,1,normal_left_shift_rotated_left_inner,none,stop,opposite,blue,normal,unfilled,left_shift,respond,left_inner,1,500,1500,500,200
7,stop_change_two,87,3,1,normal_left_shift_rotated_left_inner,none,go,none,none,rotated,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
7,stop_change_two,88,3,1,normal_left_shift_rotated_left_inner,none,stop,opposite,blue,normal,unfilled,left_shift,respond,left_inner,1,500,1500,500,200
7,stop_change_two,89,3,1,normal_left_shift_rotated_left_inner,none,go,none,none,rotated,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
7,stop_change_two,90,3,1,normal_left_shift_rotated_left_inner,none,go,none,none,normal,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
7,stop_change_two,91,3,1,normal_left_shift_rotated_left_inner,none,go,none,none,rotated,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
7,stop_change_two,92,3,1,normal_left_shift_rotated_left_inner,none,stop,opposite,blue,normal,unfilled,left_shift,respond,left_inner,1,500,1500,500,200
7,stop_change_two,93,3,1,normal_left_shift_rotated_left_inner,none,go,none,none,rotated,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
7,stop_change_two,94,3,1,normal_left_shift_rotated_left_inner,none,go,none,none,rotated,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
7,stop_change_two,95,3,1,normal_left_shift_rotated_left_inner,none,go,none,none,rotated,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
7,stop_change_two,96,3,1,normal_left_shift_rotated_left_inner,none,go,none,none,normal,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
7,stop_change_two,97,3,1,normal_left_shift_rotated_left_inner,none,go,none,none,rotated,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
7,stop_change_two,98,3,1,normal_left_shift_rotated_left_inner,none,go,none,none,normal,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
7,stop_change_two,99,3,1,normal_left_shift_rotated_left_inner,none,go,none,none,normal,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
7,stop_change_two,100,3,1,normal_left_shift_rotated_left_inner,none,go,none,none,rotated,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
7,stop_change_two,101,3,1,normal_left_shift_rotated_left_inner,none,go,none,none,rotated,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
7,stop_change_two,102,3,1,normal_left_shift_rotated_left_inner,none,go,none,none,normal,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
7,stop_change_two,103,3,1,normal_left_shift_rotated_left_inner,none,stop,opposite,blue,rotated,unfilled,left_inner,respond,left_shift,1,500,1500,500,200
7,stop_change_two,104,3,1,normal_left_shift_rotated_left_inner,none,stop,opposite,blue,normal,unfilled,left_shift,respond,left_inner,1,500,1500,500,200
7,stop_change_two,105,3,1,normal_left_shift_rotated_left_inner,none,stop,opposite,blue,rotated,unfilled,left_inner,respond,left_shift,1,500,1500,500,200
7,stop_change_two,106,3,1,normal_left_shift_rotated_left_inner,none,stop,opposite,blue,rotated,unfilled,left_inner,respond,left_shift,1,500,1500,500,200
7,stop_change_two,107,3,1,normal_left_shift_rotated_left_inner,none,stop,opposite,blue,rotated,unfilled,left_inner,respond,left_shift,1,500,1500,500,200
7,stop_change_two,108,3,1,normal_left_shift_rotated_left_inner,none,go,none,none,rotated,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
7,stop_change_two,109,3,1,normal_left_shift_rotated_left_inner,none,stop,opposite,blue,normal,unfilled,left_shift,respond,left_inner,1,500,1500,500,200
7,stop_change_two,110,3,1,normal_left_shift_rotated_left_inner,none,go,none,none,normal,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
7,stop_change_two,111,3,1,normal_left_shift_rotated_left_inner,none,stop,opposite,blue,normal,unfilled,left_shift,respond,left_inner,1,500,1500,500,200
7,stop_change_two,112,3,1,normal_left_shift_rotated_left_inner,none,go,none,none,normal,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
7,stop_change_two,113,3,1,normal_left_shift_rotated_left_inner,none,go,none,none,normal,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
7,stop_change_two,114,3,1,normal_left_shift_rotated_left_inner,none,go,none,none,rotated,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
7,stop_change_two,115,3,1,normal_left_shift_rotated_left_inner,none,go,none,none,normal,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
7,stop_change_two,116,3,1,normal_left_shift_rotated_left_inner,none,go,none,none,rotated,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
7,stop_change_two,117,3,1,normal_left_shift_rotated_left_inner,none,go,none,none,normal,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
7,stop_change_two,118,3,1,normal_left_shift_rotated_left_inner,none,go,none,none,normal,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
7,stop_change_two,119,3,1,normal_left_shift_rotated_left_inner,none,stop,opposite,blue,normal,unfilled,left_shift,respond,left_inner,1,500,1500,500,200
7,stop_change_two,120,3,1,normal_left_shift_rotated_left_inner,none,go,none,none,rotated,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
7,stop_change_two,121,4,1,normal_left_shift_rotated_left_inner,none,stop,opposite,blue,rotated,unfilled,left_inner,respond,left_shift,1,500,1500,500,200
7,stop_change_two,122,4,1,normal_left_shift_rotated_left_inner,none,go,none,none,rotated,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
7,stop_change_two,123,4,1,normal_left_shift_rotated_left_inner,none,stop,opposite,blue,rotated,unfilled,left_inner,respond,left_shift,1,500,1500,500,200
7,stop_change_two,124,4,1,normal_left_shift_rotated_left_inner,none,stop,opposite,blue,rotated,unfilled,left_inner,respond,left_shift,1,500,1500,500,200
7,stop_change_two,125,4,1,normal_left_shift_rotated_left_inner,none,go,none,none,rotated,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
7,stop_change_two,126,4,1,normal_left_shift_rotated_left_inner,none,go,none,none,normal,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
7,stop_change_two,127,4,1,normal_left_shift_rotated_left_inner,none,stop,opposite,blue,normal,unfilled,left_shift,respond,left_inner,1,500,1500,500,200
7,stop_change_two,128,4,1,normal_left_shift_rotated_left_inner,none,stop,opposite,blue,normal,unfilled,left_shift,respond,left_inner,1,500,1500,500,200
7,stop_change_two,129,4,1,normal_left_shift_rotated_left_inner,none,go,none,none,normal,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
7,stop_change_two,130,4,1,normal_left_shift_rotated_left_inner,none,go,none,none,rotated,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
7,stop_change_two,131,4,1,normal_left_shift_rotated_left_inner,none,go,none,none,normal,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
7,stop_change_two,132,4,1,normal_left_shift_rotated_left_inner,none,go,none,none,rotated,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
7,stop_change_two,133,4,1,normal_left_shift_rotated_left_inner,none,stop,opposite,blue,normal,unfilled,left_shift,respond,left_inner,1,500,1500,500,200
7,stop_change_two,134,4,1,normal_left_shift_rotated_left_inner,none,go,none,none,normal,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
7,stop_change_two,135,4,1,normal_left_shift_rotated_left_inner,none,go,none,none,rotated,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
7,stop_change_two,136,4,1,normal_left_shift_rotated_left_inner,none,go,none,none,rotated,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
7,stop_change_two,137,4,1,normal_left_shift_rotated_left_inner,none,go,none,none,rotated,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
7,stop_change_two,138,4,1,normal_left_shift_rotated_left_inner,none,go,none,none,rotated,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
7,stop_change_two,139,4,1,normal_left_shift_rotated_left_inner,none,go,none,none,normal,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
7,stop_change_two,140,4,1,normal_left_shift_rotated_left_inner,none,go,none,none,rotated,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
7,stop_change_two,141,4,1,normal_left_shift_rotated_left_inner,none,stop,opposite,blue,normal,unfilled,left_shift,respond,left_inner,1,500,1500,500,200
7,stop_change_two,142,4,1,normal_left_shift_rotated_left_inner,none,go,none,none,normal,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
7,stop_change_two,143,4,1,normal_left_shift_rotated_left_inner,none,go,none,none,normal,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
7,stop_change_two,144,4,1,normal_left_shift_rotated_left_inner,none,go,none,none,normal,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
7,stop_change_two,145,4,1,normal_left_shift_rotated_left_inner,none,go,none,none,normal,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
7,stop_change_two,146,4,1,normal_left_shift_rotated_left_inner,none,go,none,none,rotated,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
7,stop_change_two,147,4,1,normal_left_shift_rotated_left_inner,none,stop,opposite,blue,normal,unfilled,left_shift,respond,left_inner,1,500,1500,500,200
7,stop_change_two,148,4,1,normal_left_shift_rotated_left_inner,none,go,none,none,rotated,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
7,stop_change_two,149,4,1,normal_left_shift_rotated_left_inner,none,go,none,none,normal,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
7,stop_change_two,150,4,1,normal_left_shift_rotated_left_inner,none,go,none,none,normal,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
7,stop_change_two,151,4,1,normal_left_shift_rotated_left_inner,none,go,none,none,normal,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
7,stop_change_two,152,4,1,normal_left_shift_rotated_left_inner,none,go,none,none,normal,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
7,stop_change_two,153,4,1,normal_left_shift_rotated_left_inner,none,stop,opposite,blue,rotated,unfilled,left_inner,respond,left_shift,1,500,1500,500,200
7,stop_change_two,154,4,1,normal_left_shift_rotated_left_inner,none,go,none,none,normal,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
7,stop_change_two,155,4,1,normal_left_shift_rotated_left_inner,none,go,none,none,rotated,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
7,stop_change_two,156,4,1,normal_left_shift_rotated_left_inner,none,go,none,none,rotated,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
7,stop_change_two,157,4,1,normal_left_shift_rotated_left_inner,none,stop,opposite,blue,rotated,unfilled,left_inner,respond,left_shift,1,500,1500,500,200
7,stop_change_two,158,4,1,normal_left_shift_rotated_left_inner,none,go,none,none,rotated,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
7,stop_change_two,159,4,1,normal_left_shift_rotated_left_inner,none,go,none,none,normal,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
7,stop_change_two,160,4,1,normal_left_shift_rotated_left_inner,none,go,none,none,normal,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
7,stop_change_two,161,5,1,normal_left_shift_rotated_left_inner,none,go,none,none,normal,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
7,stop_change_two,162,5,1,normal_left_shift_rotated_left_inner,none,stop,opposite,blue,normal,unfilled,left_shift,respond,left_inner,1,500,1500,500,200
7,stop_change_two,163,5,1,normal_left_shift_rotated_left_inner,none,stop,opposite,blue,rotated,unfilled,left_inner,respond,left_shift,1,500,1500,500,200
7,stop_change_two,164,5,1,normal_left_shift_rotated_left_inner,none,go,none,none,rotated,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
7,stop_change_two,165,5,1,normal_left_shift_rotated_left_inner,none,go,none,none,rotated,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
7,stop_change_two,166,5,1,normal_left_shift_rotated_left_inner,none,go,none,none,rotated,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
7,stop_change_two,167,5,1,normal_left_shift_rotated_left_inner,none,go,none,none,normal,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
7,stop_change_two,168,5,1,normal_left_shift_rotated_left_inner,none,stop,opposite,blue,rotated,unfilled,left_inner,respond,left_shift,1,500,1500,500,200
7,stop_change_two,169,5,1,normal_left_shift_rotated_left_inner,none,go,none,none,normal,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
7,stop_change_two,170,5,1,normal_left_shift_rotated_left_inner,none,go,none,none,rotated,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
7,stop_change_two,171,5,1,normal_left_shift_rotated_left_inner,none,go,none,none,rotated,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
7,stop_change_two,172,5,1,normal_left_shift_rotated_left_inner,none,go,none,none,rotated,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
7,stop_change_two,173,5,1,normal_left_shift_rotated_left_inner,none,go,none,none,normal,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
7,stop_change_two,174,5,1,normal_left_shift_rotated_left_inner,none,go,none,none,normal,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
7,stop_change_two,175,5,1,normal_left_shift_rotated_left_inner,none,go,none,none,normal,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
7,stop_change_two,176,5,1,normal_left_shift_rotated_left_inner,none,go,none,none,rotated,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
7,stop_change_two,177,5,1,normal_left_shift_rotated_left_inner,none,stop,opposite,blue,rotated,unfilled,left_inner,respond,left_shift,1,500,1500,500,200
7,stop_change_two,178,5,1,normal_left_shift_rotated_left_inner,none,go,none,none,rotated,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
7,stop_change_two,179,5,1,normal_left_shift_rotated_left_inner,none,go,none,none,rotated,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
7,stop_change_two,180,5,1,normal_left_shift_rotated_left_inner,none,go,none,none,rotated,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
7,stop_change_two,181,5,1,normal_left_shift_rotated_left_inner,none,go,none,none,normal,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
7,stop_change_two,182,5,1,normal_left_shift_rotated_left_inner,none,go,none,none,rotated,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
7,stop_change_two,183,5,1,normal_left_shift_rotated_left_inner,none,stop,opposite,blue,rotated,unfilled,left_inner,respond,left_shift,1,500,1500,500,200
7,stop_change_two,184,5,1,normal_left_shift_rotated_left_inner,none,go,none,none,normal,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
7,stop_change_two,185,5,1,normal_left_shift_rotated_left_inner,none,go,none,none,normal,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
7,stop_change_two,186,5,1,normal_left_shift_rotated_left_inner,none,go,none,none,normal,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
7,stop_change_two,187,5,1,normal_left_shift_rotated_left_inner,none,go,none,none,rotated,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
