subject,task,trial,block,trial_type,stop_rule,signal,direction,go_key,intended_action,intended_key,requires_signal_for_success,fixation_duration,response_window,iti,initial_ssd
2,stop_change_two,102,3,stop,opposite,blue,left,z,respond,m,1,500,1500,500,200
2,stop_change_two,103,3,go,none,none,left,z,respond,z,0,500,1500,500,200
2,stop_change_two,104,3,go,none,none,left,z,respond,z,0,500,1500,500,200
2,stop_change_two,105,3,go,none,none,left,z,respond,z,0,500,1500,500,200
2,stop_change_two,106,3,go,none,none,left,z,respond,z,0,500,1500,500,200
2,stop_change_two,107,3,stop,opposite,blue,left,z,respond,m,1,500,1500,500,200
2,stop_change_two,108,3,stop,opposite,blue,right,m,respond,z,1,500,1500,500,200
2,stop_change_two,109,3,stop,opposite,blue,right,m,respond,z,1,500,1500,500,200
2,stop_change_two,110,3,go,none,none,right,m,respond,m,0,500,1500,500,200
2,stop_change_two,111,3,go,none,none,left,z,respond,z,0,500,1500,500,200
2,stop_change_two,112,3,go,none,none,left,z,respond,z,0,500,1500,500,200
2,stop_change_two,113,3,go,none,none,right,m,respond,m,0,500,1500,500,200
2,stop_change_two,114,3,go,none,none,left,z,respond,z,0,500,1500,500,200
2,stop_change_two,115,3,stop,opposite,blue,right,m,respond,z,1,500,1500,500,200
2,stop_change_two,116,3,stop,opposite,blue,left,z,respond,m,1,500,1500,500,200
2,stop_change_two,117,3,stop,opposite,blue,right,m,respond,z,1,500,1500,500,200
2,stop_change_two,118,3,go,none,none,right,m,respond,m,0,500,1500,500,200
2,stop_change_two,119,3,stop,opposite,blue,right,m,respond,z,1,500,1500,500,200
2,stop_change_two,120,3,go,none,none,left,z,respond,z,0,500,1500,500,200
2,stop_change_two,121,4,go,none,none,right,m,respond,m,0,500,1500,500,200
2,stop_change_two,122,4,stop,opposite,blue,right,m,respond,z,1,500,1500,500,200
2,stop_change_two,123,4,go,none,none,left,z,respond,z,0,500,1500,500,200
2,stop_change_two,124,4,go,none,none,right,m,respond,m,0,500,1500,500,200
2,stop_change_two,125,4,stop,opposite,blue,right,m,respond,z,1,500,1500,500,200
2,stop_change_two,126,4,go,none,none,right,m,respond,m,0,500,1500,500,200
2,stop_change_two,127,4,go,none,none,left,z,respond,z,0,500,1500,500,200
2,stop_change_two,128,4,go,none,none,right,m,respond,m,0,500,1500,500,200
2,stop_change_two,129,4,go,none,none,left,z,respond,z,0,500,1500,500,200
2,stop_change_two,130,4,go,none,none,right,m,respond,m,0,500,1500,500,200
2,stop_change_two,131,4,go,none,none,right,m,respond,m,0,500,1500,500,200
2,stop_change_two,132,4,go,none,none,left,z,respond,z,0,500,1500,500,200
2,stop_change_two,133,4,stop,opposite,blue,left,z,respond,m,1,500,1500,500,200
2,stop_change_two,134,4,go,none,none,right,m,respond,m,0,500,1500,500,200
2,stop_change_two,135,4,go,none,none,left,z,respond,z,0,500,1500,500,200
2,stop_change_two,136,4,go,none,none,left,z,respond,z,0,500,1500,500,200
2,stop_change_two,137,4,stop,opposite,blue,left,z,respond,m,1,500,1500,500,200
2,stop_change_two,138,4,go,none,none,left,z,respond,z,0,500,1500,500,200
2,stop_change_two,139,4,stop,opposite,blue,left,z,respond,m,1,500,1500,500,200
2,stop_change_two,140,4,stop,opposite,blue,left,z,respond,m,1,500,1500,500,200
2,stop_change_two,141,4,stop,opposite,blue,right,m,respond,z,1,500,1500,500,200
2,stop_change_two,142,4,go,none,none,left,z,respond,z,0,500,1500,500,200
2,stop_change_two,143,4,go,none,none,left,z,respond,z,0,500,1500,500,200
2,stop_change_two,144,4,stop,opposite,blue,left,z,respond,m,1,500,1500,500,200
2,stop_change_two,145,4,stop,opposite,blue,right,m,respond,z,1,500,1500,500,200
2,stop_change_two,146,4,stop,opposite,blue,left,z,respond,m,1,500,1500,500,200
2,stop_change_two,147,4,stop,opposite,blue,left,z,respond,m,1,500,1500,500,200
2,stop_change_two,148,4,go,none,none,left,z,respond,z,0,500,1500,500,200
2,stop_change_two,149,4,stop,opposite,blue,left,z,respond,m,1,500,1500,500,200
2,stop_change_two,150,4,go,none,none,left,z,respond,z,0,500,1500,500,200
2,stop_change_two,151,4,go,none,none,left,z,respond,z,0,500,1500,500,200
2,stop_change_two,152,4,stop,opposite,blue,right,m,respond,z,1,500,1500,500,200
2,stop_change_two,153,4,go,none,none,right,m,respond,m,0,500,1500,500,200
2,stop_change_two,154,4,stop,opposite,blue,left,z,respond,m,1,500,1500,500,200
2,stop_change_two,155,4,go,none,none,left,z,respond,z,0,500,1500,500,200
2,stop_change_two,156,4,stop,opposite,blue,right,m,respond,z,1,500,1500,500,200
2,stop_change_two,157,4,go,none,none,right,m,respond,m,0,500,1500,500,200
2,stop_change_two,158,4,go,none,none,left,z,respond,z,0,500,1500,500,200
2,stop_change_two,159,4,stop,opposite,blue,left,z,respond,m,1,500,1500,500,200
2,stop_change_two,160,4,go,none,none,left,z,respond,z,0,500,1500,500,200
2,stop_change_two,161,5,stop,opposite,blue,left,z,respond,m,1,500,1500,500,200
2,stop_change_two,162,5,go,none,none,right,m,respond,m,0,500,1500,500,200
2,stop_change_two,163,5,stop,opposite,blue,left,z,respond,m,1,500,1500,500,200
2,stop_change_two,164,5,go,none,none,right,m,respond,m,0,500,1500,500,200
2,stop_change_two,165,5,stop,opposite,blue,left,z,respond,m,1,500,1500,500,200
2,stop_change_two,166,5,go,none,none,left,z,respond,z,0,500,1500,500,200
2,stop_change_two,167,5,go,none,none,right,m,respond,m,0,500,1500,500,200
2,stop_change_two,168,5,go,none,none,right,m,respond,m,0,500,1500,500,200
2,stop_change_two,169,5,stop,opposite,blue,left,z,respond,m,1,500,1500,500,200
2,stop_change_two,170,5,go,none,none,left,z,respond,z,0,500,1500,500,200
2,stop_change_two,171,5,go,none,none,left,z,respond,z,0,500,1500,500,200
2,stop_change_two,172,5,go,none,none,right,m,respond,m,0,500,1500,500,200
2,stop_change_two,173,5,go,none,none,left,z,respond,z,0,500,1500,500,200
2,stop_change_two,174,5,stop,opposite,blue,left,z,respond,m,1,500,1500,500,200
2,stop_change_two,175,5,go,none,none,left,z,respond,z,0,500,1500,500,200
2,stop_change_two,176,5,stop,opposite,blue,left,z,respond,m,1,500,1500,500,200
2,stop_change_two,177,5,go,none,none,right,m,respond,m,0,500,1500,500,200
2,stop_change_two,178,5,stop,opposite,blue,right,m,respond,z,1,500,1500,500,200
2,stop_change_two,179,5,go,none,none,right,m,respond,m,0,500,1500,500,200
2,stop_change_two,180,5,stop,opposite,blue,right,m,respond,z,1,500,1500,500,200
2,stop_change_two,181,5,go,none,none,left,z,respond,z,0,500,1500,500,200
2,stop_change_two,182,5,go,none,none,right,m,respond,m,0,500,1500,500,200
2,stop_change_two,183,5,stop,opposite,blue,right,m,respond,z,1,500,1500,500,200
2,stop_change_two,184,5,go,none,none,left,z,respond,z,0,500,1500,500,200
2,stop_change_two,185,5,go,none,none,left,z,respond,z,0,500,1500,500,200
2,stop_change_two,186,5,go,none,none,left,z,respond,z,0,500,1500,500,200
2,stop_change_two,187,5,stop,opposite,blue,left,z,respond,m,1,500,1500,500,200
2,stop_change_two,188,5,stop,opposite,blue,right,m,respond,z,1,500,1500,500,200
2,stop_change_two,189,5,go,none,none,left,z,respond,z,0,500,1500,500,200
2,stop_change_two,190,5,go,none,none,left,z,respond,z,0,500,1500,500,200
2,stop_change_two,191,5,go,none,none,right,m,respond,m,0,500,1500,500,200
2,stop_change_two,192,5,go,none,none,right,m,respond,m,0,500,1500,500,200
2,stop_change_two,193,5,stop,opposite,blue,left,z,respond,m,1,500,1500,500,200
2,stop_change_two,194,5,go,none,none,right,m,respond,m,0,500,1500,500,200
2,stop_change_two,195,5,go,none,none,left,z,respond,z,0,500,1500,500,200
2,stop_change_two,196,5,go,none,none,left,z,respond,z,0,500,1500,500,200
2,stop_change_two,197,5,stop,opposite,blue,right,m,respond,z,1,500,1500,500,200
2,stop_change_two,198,5,stop,opposite,blue,right,m,respond,z,1,500,1500,500,200
2,stop_change_two,199,5,go,none,none,left,z,respond,z,0,500,1500,500,200
2,stop_change_two,200,5,go,none,none,right,m,respond,m,0,500,1500,500,200
